id,name,ima_formula,groupid,entrytype_text,colour,hmin,hmax,lustre,csystem,shortcode_ima,url
253,Anthonyite,Cu(OH)<sub>2</sub> &middot; 3H<sub>2</sub>O,0,mineral,Lavender,2.0,2.0,,Monoclinic,Aty,https://www.mindat.org/min-253.html
254,Anthophyllite,&#9723;Mg<sub>2</sub>Mg<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,43520,mineral,"White, greenish grey, green, clove brown, or brownish green",5.5,6.0,"Vitreous, silky",Orthorhombic,Ath,https://www.mindat.org/min-254.html
260,Antigorite,Mg<sub>3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>,11135,mineral,"Green, green-blue, white, brown, black",3.5,4.0,,Monoclinic,Atg,https://www.mindat.org/min-260.html
262,Antimony,Sb,29270,mineral,Tin-white,3.0,3.5,Metallic,Trigonal,Sb,https://www.mindat.org/min-262.html
266,Antimonselite,Sb<sub>2</sub>Se<sub>3</sub>,46738,mineral,Black,3.5,3.5,Metallic,Orthorhombic,Atm,https://www.mindat.org/min-266.html
268,Antlerite,Cu<sup>2+</sup><sub>3</sub>(SO<sub>4</sub>)(OH)<sub>4</sub>,0,mineral,"Emerald-green to blackish-green, also light green.",3.5,3.5,Vitreous,Orthorhombic,Atl,https://www.mindat.org/min-268.html
271,Anyuiite,AuPb<sub>2</sub>,0,mineral,Silvery grey,3.5,3.5,Metallic,Tetragonal,Any,https://www.mindat.org/min-271.html
272,Apachite,Cu<sup>2+</sup><sub>9</sub>Si<sub>10</sub>O<sub>29</sub> &middot; 11H<sub>2</sub>O,0,mineral,"Blue (""faience-blue"")",2.0,2.0,,Monoclinic,Apa,https://www.mindat.org/min-272.html
280,Aphthitalite,K<sub>3</sub>Na(SO<sub>4</sub>)<sub>2</sub>,55731,mineral,"Colourless (rare), white, grey, bluish, greenish, reddish; colourless in transmitted light",3.0,3.0,,Trigonal,Att,https://www.mindat.org/min-280.html
281,Apjohnite,Mn<sup>2+</sup>Al<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub> &middot; 22H<sub>2</sub>O,29294,mineral,"Colourless, white, light pink, light yellow, light green",1.5,2.0,,Monoclinic,Apj,https://www.mindat.org/min-281.html
282,Aplowite,Co(SO<sub>4</sub>) &middot; 4H<sub>2</sub>O,29329,mineral,Bright pink,3.0,3.0,Vitreous,Monoclinic,Apw,https://www.mindat.org/min-282.html
285,Apuanite,(Fe<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>)(Fe<sup>3+</sup><sub>2</sub>Sb<sup>3+</sup><sub>4</sub>)O<sub>12</sub>S,0,mineral,Black,4.0,5.0,,Tetragonal,Apu,https://www.mindat.org/min-285.html
290,Argentojarosite,AgFe<sup>3+</sup><sub>3</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,39819,mineral,Yellow-brown to brown.,3.5,4.5,Brilliant.,Trigonal,Agjrs,https://www.mindat.org/min-290.html
291,Argentopentlandite,"Ag(Fe,Ni)<sub>8</sub>S<sub>8</sub>",29321,mineral,Bronze brown,3.5,3.5,,Isometric,Apn,https://www.mindat.org/min-291.html
292,Arsenogoyazite,SrAl<sub>3</sub>(AsO<sub>4</sub>)(AsO<sub>3</sub>OH)(OH)<sub>6</sub>,43765,mineral,"White to colorless, pale yellow, pale green, grayish-green",4.0,4.0,Vitreous,Trigonal,Agoy,https://www.mindat.org/min-292.html
294,Arsenolite,As<sub>2</sub>O<sub>3</sub>,0,mineral,"White, bluish; reddish to yellowish if impure with realgar or orpiment; colourless in transmitted light",1.5,1.5,"Vitreous, Silky",Isometric,Aso,https://www.mindat.org/min-294.html
295,Arsenoflorencite-(La),LaAl<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,43765,mineral,Orange–red to pink.,3.5,3.5,,Trigonal,Aflo-La,https://www.mindat.org/min-295.html
299,Argentopyrite,AgFe<sub>2</sub>S<sub>3</sub>,0,mineral,"Bronze-brown, tarnishing to lead-grey to blue-gray.",3.5,4.0,Metallic,Monoclinic,Agpy,https://www.mindat.org/min-299.html
301,Arsenohauchecornite,Ni<sub>18</sub>Bi<sub>3</sub>AsS<sub>16</sub>,29295,mineral,Bronze,5.5,5.5,Metallic,Tetragonal,Ahau,https://www.mindat.org/min-301.html
303,Arsenopalladinite,Pd<sub>8</sub>As<sub>3</sub>,35748,mineral,"Yellowish, creamy white in reflected light.",4.0,4.0,Metallic,Triclinic,Apdn,https://www.mindat.org/min-303.html
304,Arsenogorceixite,BaAl<sub>3</sub>(AsO<sub>4</sub>)(AsO<sub>3</sub>OH)(OH)<sub>6</sub>,43765,mineral,"White, yellowish white, yellow, greenish yellow, greenish, pale blue, colourless.",4.0,4.0,Vitreous.,Trigonal,Agcx,https://www.mindat.org/min-304.html
305,Arsenopyrite,FeAsS,29271,mineral,"Silver-white to steel-gray, may have a slight yellow appearance",5.5,6.0,Metallic.,Monoclinic,Apy,https://www.mindat.org/min-305.html
307,Aragonite,Ca(CO<sub>3</sub>),29269,mineral,"Colorless to white or grey, often stained various hues by impurities, such as blue, green, red or violet; colourless in transmitted light.",3.5,4.0,Vitreous to resinous.,Orthorhombic,Arg,https://www.mindat.org/min-307.html
310,Aramayoite,"Ag<sub>3</sub>Sb<sub>2</sub>(Bi,Sb)S<sub>6</sub>",0,mineral,Iron-black; deep red (transmitted light),2.5,2.5,,Triclinic,Ary,https://www.mindat.org/min-310.html
311,Aravaipaite,Pb<sub>3</sub>AlF<sub>9</sub> &middot; H<sub>2</sub>O,0,mineral,Colourless,2.0,2.0,,Triclinic,Avp,https://www.mindat.org/min-311.html
312,Arsenolamprite,As,0,mineral,Grey-white.,2.0,2.0,Metallic,Orthorhombic,Asl,https://www.mindat.org/min-312.html
314,Arcanite,K<sub>2</sub>(SO<sub>4</sub>),0,mineral,"Colourless, white, yellow",2.0,2.0,,Orthorhombic,Acn,https://www.mindat.org/min-314.html
315,Archerite,H<sub>2</sub>K(PO<sub>4</sub>),0,mineral,White,1.0,2.0,,Tetragonal,Aht,https://www.mindat.org/min-315.html
316,Arctite,(Na<sub>5</sub>Ca)Ca<sub>6</sub>Ba(PO<sub>4</sub>)<sub>6</sub>F<sub>3</sub>,55634,mineral,Colorless:,5.0,5.0,Vitreous,Trigonal,Arc,https://www.mindat.org/min-316.html
318,Arcubisite,Ag<sub>6</sub>CuBiS<sub>4</sub>,0,mineral,Gray,0.0,0.0,,,Acb,https://www.mindat.org/min-318.html
319,Argentotennantite-(Zn),Ag<sub>6</sub>(Cu<sub>4</sub>Zn<sub>2</sub>)As<sub>4</sub>S<sub>13</sub>,54915,mineral,Grey black,3.5,3.5,,Isometric,Atnt-Zn,https://www.mindat.org/min-319.html
320,Ardaite,Pb<sub>17</sub>Sb<sub>15</sub>S<sub>35</sub>Cl<sub>9</sub>,0,mineral,Greenish gray or bluish green,2.5,3.0,,Monoclinic,Ada,https://www.mindat.org/min-320.html
321,Ardealite,Ca<sub>2</sub>(PO<sub>3</sub>OH)(SO<sub>4</sub>) &middot; 4H<sub>2</sub>O,0,mineral,"Light yellow, yellow, brownish yellow, colourless",1.0,1.5,,Monoclinic,Adl,https://www.mindat.org/min-321.html
322,Ardennite-(As),Mn<sup>2+</sup><sub>4</sub>Al<sub>4</sub>(AlMg)(AsO<sub>4</sub>)(SiO<sub>4</sub>)<sub>2</sub>(Si<sub>3</sub>O<sub>10</sub>)(OH)<sub>6</sub>,46923,mineral,Yellow to Brown,6.0,7.0,,Orthorhombic,Ard-As,https://www.mindat.org/min-322.html
325,Arfvedsonite,NaNa<sub>2</sub>(Fe<sup>2+</sup><sub>4</sub>Fe<sup>3+</sup>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,8603,mineral,Bluish-black to black.,5.0,6.0,Vitreous,Monoclinic,Arf,https://www.mindat.org/min-325.html
330,Argutite,GeO<sub>2</sub>,29330,mineral,,6.0,7.0,,Tetragonal,Agt,https://www.mindat.org/min-330.html
331,Argyrodite,Ag<sub>8</sub>GeS<sub>6</sub>,32575,mineral,"grey, black",2.5,3.0,,Orthorhombic,Agy,https://www.mindat.org/min-331.html
333,Arhbarite,Cu<sub>2</sub>Mg(AsO<sub>4</sub>)(OH)<sub>3</sub>,0,mineral,Dark blue to medium blue,0.0,0.0,,Triclinic,Arh,https://www.mindat.org/min-333.html
334,Aristarainite,Na<sub>2</sub>Mg[B<sub>6</sub>O<sub>8</sub>(OH)<sub>4</sub>]<sub>2</sub> &middot; 4H<sub>2</sub>O,0,mineral,"Colourless, white",3.5,3.5,,Monoclinic,Ais,https://www.mindat.org/min-334.html
341,Armalcolite,"(Mg,Fe<sup>2+</sup>)Ti<sub>2</sub>O<sub>5</sub>",55975,mineral,Grey,5.0,5.0,,Orthorhombic,Arm,https://www.mindat.org/min-341.html
342,Armangite,Mn<sup>2+</sup><sub>26</sub>[As<sup>3+</sup><sub>6</sub>(OH)<sub>4</sub>O<sub>14</sub>][As<sup>3+</sup><sub>6</sub>O<sub>18</sub>]<sub>2</sub>(CO<sub>3</sub>),0,mineral,Black to pale brown; yellow to brown in transmitted light,4.0,4.0,,Trigonal,Amg,https://www.mindat.org/min-342.html
343,Armenite,BaCa<sub>2</sub>(Al<sub>6</sub>Si<sub>9</sub>)O<sub>30</sub> &middot; 2H<sub>2</sub>O,29318,mineral,"Colourless, white, green",7.5,7.5,,Orthorhombic,Amn,https://www.mindat.org/min-343.html
344,Armstrongite,CaZr(Si<sub>6</sub>O<sub>15</sub>) &middot; 2H<sub>2</sub>O,0,mineral,Dark to light brown,4.5,4.5,,Monoclinic,Asg,https://www.mindat.org/min-344.html
351,Arrojadite-(KFe),(KNa)Fe<sup>2+</sup>(CaNa<sub>2</sub>)Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)(OH)<sub>2</sub>,28960,mineral,Olive-green,5.0,5.0,,Monoclinic,Ajd-KFe,https://www.mindat.org/min-351.html
356,Arsendescloizite,PbZn(AsO<sub>4</sub>)(OH),29251,mineral,"Pale yellow to deep green, greyish brown",4.0,4.0,"Brilliant, subadamantine.",Orthorhombic,Adcz,https://www.mindat.org/min-356.html
357,Arsenic,As,29270,mineral,"Tin-white, tarnishing to dark grey or black.",3.5,3.5,Metallic,Trigonal,As,https://www.mindat.org/min-357.html
359,Arseniopleite,NaCaMnMn<sub>2</sub>(AsO<sub>4</sub>)<sub>3</sub>,29266,mineral,"Brownish-red, also cherry red, gray, yellow, dark green; orange, pale apricot-orange or brownish orange in transmitted light.",3.5,3.5,,Monoclinic,Apl,https://www.mindat.org/min-359.html
360,Arseniosiderite,Ca<sub>2</sub>Fe<sup>3+</sup><sub>3</sub>O<sub>2</sub>(AsO<sub>4</sub>)<sub>3</sub> &middot; 3H<sub>2</sub>O,43225,mineral,"Golden-yellow to yellow-brown, reddish-brown, brown, black",4.5,4.5,"Sub-metallic, silky.",Monoclinic,Assd,https://www.mindat.org/min-360.html
364,Arsenoclasite,Mn<sup>2+</sup><sub>5</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,0,mineral,"Red, dark orange-brown.",5.0,6.0,,Orthorhombic,Asc,https://www.mindat.org/min-364.html
365,Arsenocrandallite,CaAl<sub>3</sub>(AsO<sub>4</sub>)(AsO<sub>3</sub>OH)(OH)<sub>6</sub>,43765,mineral,"White, creamy yellowish-white, also blue to bluish-green",5.5,5.5,Vitreous.,Trigonal,Acdl,https://www.mindat.org/min-365.html
366,Arsenoflorencite-(Ce),CeAl<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,43765,mineral,"Colourless to white, light brown",3.5,3.5,,Trigonal,Aflo-Ce,https://www.mindat.org/min-366.html
372,Arsentsumebite,Pb<sub>2</sub>Cu(AsO<sub>4</sub>)(SO<sub>4</sub>)(OH),29263,mineral,"Emerald-green, grass-green, apple-green, pale bluish green.",4.0,5.0,Vitreous to dull.,Monoclinic,Atsu,https://www.mindat.org/min-372.html
373,Arsenuranospathite,Al(UO<sub>2</sub>)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>F &middot; 20H<sub>2</sub>O,0,mineral,Pale yellow,2.0,2.0,,Orthorhombic,Aush,https://www.mindat.org/min-373.html
374,Arsenuranylite,Ca(UO<sub>2</sub>)<sub>4</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub> &middot; 6H<sub>2</sub>O,0,mineral,Orange,2.0,3.0,,Orthorhombic,Auy,https://www.mindat.org/min-374.html
376,Arthurite,CuFe<sup>3+</sup><sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub> &middot; 4H<sub>2</sub>O,29272,mineral,"Apple-green, emerald-green, pale olive-green.",3.0,4.0,Vitreous,Monoclinic,Atu,https://www.mindat.org/min-376.html
377,Artinite,Mg<sub>2</sub>(CO<sub>3</sub>)(OH)<sub>2</sub> &middot; 3H<sub>2</sub>O,0,mineral,White; colourless in transmitted light,2.5,2.5,"Vitreous, Silky",Monoclinic,Art,https://www.mindat.org/min-377.html
378,Artroeite,PbAlF<sub>3</sub>(OH)<sub>2</sub>,0,mineral,Colourless,2.5,2.5,Vitreous,Triclinic,Ate,https://www.mindat.org/min-378.html
379,Arupite,Ni<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub> &middot; 8H<sub>2</sub>O,29342,mineral,Blue to light blue,1.5,2.0,,Monoclinic,Arp,https://www.mindat.org/min-379.html
381,Arzrunite,Pb<sub>2</sub>Cu<sub>4</sub>(SO<sub>4</sub>)(OH)<sub>4</sub>Cl<sub>6</sub> &middot; 2H<sub>2</sub>O,0,mineral,"Blue, blue-green",0.0,0.0,,Orthorhombic,Arz,https://www.mindat.org/min-381.html
382,Asbecasite,Ca<sub>3</sub>TiAs<sub>6</sub>Be<sub>2</sub>Si<sub>2</sub>O<sub>20</sub>,0,mineral,"Yellow, pale yellow",6.5,7.0,,Trigonal,Abc,https://www.mindat.org/min-382.html
384,Asbolane,"Mn<sup>4+</sup>(O,OH)<sub>2</sub> &middot; (Co,Ni,Mg,Ca)<sub>x</sub>(OH)<sub>2x</sub> &middot; nH<sub>2</sub>O",0,mineral,Bluish to brownish black,0.0,0.0,Dull,Hexagonal,Asb,https://www.mindat.org/min-384.html
386,Aschamalmite,Pb<sub>6-3x</sub>Bi<sub>2+x</sub>S<sub>9</sub>,47733,mineral,Lead-grey,3.5,3.5,Metallic,Monoclinic,Ahm,https://www.mindat.org/min-386.html
388,Ashburtonite,HCu<sub>4</sub>Pb<sub>4</sub>Si<sub>4</sub>O<sub>12</sub>(HCO<sub>3</sub>)<sub>4</sub>(OH)<sub>4</sub>Cl,0,mineral,Blue,0.0,0.0,Adamantine,Tetragonal,Ahb,https://www.mindat.org/min-388.html
389,Ashcroftine-(Y),K<sub>5</sub>Na<sub>5</sub>Y<sub>12</sub>Si<sub>28</sub>O<sub>70</sub>(OH)<sub>2</sub>(CO<sub>3</sub>)<sub>8</sub> &middot; 8H<sub>2</sub>O,0,mineral,Pink,5.0,5.0,,Tetragonal,Acf-Y,https://www.mindat.org/min-389.html
391,Asisite,Pb<sub>7</sub>SiO<sub>8</sub>Cl<sub>2</sub>,0,mineral,"Yellow to yellow-green, red",3.5,3.5,,Tetragonal,Ass,https://www.mindat.org/min-391.html
397,Asselbornite,Pb(UO<sub>2</sub>)<sub>4</sub>(BiO)<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>7</sub> &middot; 4H<sub>2</sub>O,0,mineral,Brown to lemon-yellow,3.0,3.0,"Greasy, Adamantine",Isometric,Asbn,https://www.mindat.org/min-397.html
404,Astrocyanite-(Ce),Cu<sub>2</sub>Ce<sub>2</sub>(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>5</sub>(OH)<sub>2</sub> &middot; 1.5H<sub>2</sub>O,0,mineral,Bright blue,2.0,3.0,Vitreous,Hexagonal,Acy-Ce,https://www.mindat.org/min-404.html
405,Astrophyllite,K<sub>2</sub>NaFe<sup>2+</sup><sub>7</sub>Ti<sub>2</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>4</sub>F,46962,mineral,"Bronze-yellow, golden yellow, brown to reddish brown",3.0,3.0,"Sub-metallic, pearly",Triclinic,Ast,https://www.mindat.org/min-405.html
406,Atacamite,Cu<sub>2</sub>Cl(OH)<sub>3</sub>,39924,mineral,"Bright green, dark emerald-green to blackish green; shades of green in transmitted light.",3.0,3.5,Adamantine to Vitreous,Orthorhombic,Ata,https://www.mindat.org/min-406.html
407,Atelestite,Bi<sub>2</sub>O(AsO<sub>4</sub>)(OH),40217,mineral,"Sulphur-yellow to yellowish-green, wax-yellow, yellow-brown",4.5,5.0,Resinous to Adamantine.,Monoclinic,Ale,https://www.mindat.org/min-407.html
408,Athabascaite,Cu<sub>5</sub>Se<sub>4</sub>,0,mineral,"Light grey, bluish-grey to white",2.5,2.5,Metallic,Orthorhombic,Atb,https://www.mindat.org/min-408.html
409,Atheneite,Pd<sub>2</sub>(As<sub>0.75</sub>Hg<sub>0.25</sub>),0,mineral,Grey,5.0,5.0,Metallic,Hexagonal,Ah,https://www.mindat.org/min-409.html
412,Atlasovite,Cu<sup>2+</sup><sub>6</sub>Fe<sup>3+</sup>Bi<sup>3+</sup>O<sub>4</sub>(SO<sub>4</sub>)<sub>5</sub> &middot; KCl,0,mineral,Dark brown,2.0,2.5,Vitreous,Tetragonal,Atv,https://www.mindat.org/min-412.html
413,Atokite,Pd<sub>3</sub>Sn,0,mineral,Light cream,4.5,4.5,Metallic,Isometric,Ato,https://www.mindat.org/min-413.html
415,Attakolite,CaMn<sup>2+</sup>Al<sub>4</sub>(HSiO<sub>4</sub>)(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>,0,mineral,"Pale red, white to pink",5.0,5.0,,Monoclinic,Ako,https://www.mindat.org/min-415.html
416,Aubertite,Cu<sup>2+</sup>Al(SO<sub>4</sub>)<sub>2</sub>Cl &middot; 14H<sub>2</sub>O,42722,mineral,Azure-blue.,2.0,3.0,(not reported),Triclinic,Aub,https://www.mindat.org/min-416.html
419,Augite,"(Ca,Mg,Fe)<sub>2</sub>Si<sub>2</sub>O<sub>6</sub>",7630,mineral,"Brown-green, black, green-black, brown, purplish brown",5.5,6.0,"Vitreous, resinous",Monoclinic,Aug,https://www.mindat.org/min-419.html
422,Aurichalcite,"(Zn,Cu)<sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>",0,mineral,"Pale green, sky blue, or greenish blue; colourless to light shades of blue or green in transmitted light",1.0,2.0,Pearly,Monoclinic,Ach,https://www.mindat.org/min-422.html
423,Auricupride,Cu<sub>3</sub>Au,50246,mineral,"Yellow with a reddish tint; in reflected light, violet-rose",3.5,3.5,Metallic,Isometric,Auc,https://www.mindat.org/min-423.html
428,Aurorite,Mn<sup>2+</sup>Mn<sup>4+</sup><sub>3</sub>O<sub>7</sub> &middot; 3H<sub>2</sub>O,42365,mineral,"Black, pale brown in transmitted light at the edges of very thin, platy grains",2.0,3.0,(not reported),Trigonal,Aro,https://www.mindat.org/min-428.html
430,Aurostibite,AuSb<sub>2</sub>,9258,mineral,White,3.0,3.0,Metallic,Isometric,Ausb,https://www.mindat.org/min-430.html
432,Austinite,CaZn(AsO<sub>4</sub>)(OH),29251,mineral,Colorless to pale yellowish white or bright green; colourless in transmitted light.,4.0,4.5,"Subadamantine, Silky in fibrous aggregates.",Orthorhombic,Aus,https://www.mindat.org/min-432.html
433,Autunite,Ca(UO<sub>2</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub> &middot; 10-12H<sub>2</sub>O,29274,mineral,"Yellow, greenish-yellow, pale green; dark green, greenish black.",2.0,2.5,,Orthorhombic,Aut,https://www.mindat.org/min-433.html
437,Avicennite,Tl<sub>2</sub>O<sub>3</sub>,0,mineral,Greyish black with brownish black tint,1.5,2.5,Metallic,Isometric,Avc,https://www.mindat.org/min-437.html
438,Avogadrite,KBF<sub>4</sub>,0,mineral,"Colourless to white, yellowish to reddish when impure, colourless in transmitted light",0.0,0.0,,Orthorhombic,Avg,https://www.mindat.org/min-438.html
439,Awaruite,Ni<sub>3</sub>Fe,0,mineral,Silver-white to grayish white,5.0,5.0,Metallic,Isometric,Awr,https://www.mindat.org/min-439.html
442,Azoproite,"Mg<sub>2</sub>[(Ti,Mg),Fe<sup>3+</sup>]O<sub>2</sub>(BO<sub>3</sub>)",29305,mineral,Black,5.5,5.5,Adamantine,Orthorhombic,Azo,https://www.mindat.org/min-442.html
447,Azurite,Cu<sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,0,mineral,"Azure blue, blue, light blue, or dark blue; light blue in transmitted light",3.5,4.0,Vitreous,Monoclinic,Azu,https://www.mindat.org/min-447.html
451,Augelite,Al<sub>2</sub>(PO<sub>4</sub>)(OH)<sub>3</sub>,0,mineral,"White, colourless, pale yellow, light green, rarely blue or pink; colourless in transmitted light.",4.5,5.0,Vitreous,Monoclinic,Aul,https://www.mindat.org/min-451.html
452,Almandine,Fe<sup>2+</sup><sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>,10272,mineral,"Deep red, brownish red, red-violet, black",7.0,7.5,Vitreous - Resinous,Isometric,Alm,https://www.mindat.org/min-452.html
453,Ashoverite,Zn(OH)<sub>2</sub>,0,mineral,"Colourless, milky",0.0,0.0,,Tetragonal,Aov,https://www.mindat.org/min-453.html
456,Anandite,BaFe<sup>2+</sup><sub>3</sub>(Si<sub>3</sub>Fe<sup>3+</sup>)O<sub>10</sub>S(OH),43757,mineral,Black,3.0,4.0,,Monoclinic,Ana,https://www.mindat.org/min-456.html
462,Barytolamprophyllite,(BaK)Ti<sub>2</sub>Na<sub>3</sub>Ti(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>,42445,mineral,Dark brown,2.0,3.0,Vitreous,Monoclinic,Blmp,https://www.mindat.org/min-462.html
466,Barytocalcite,BaCa(CO<sub>3</sub>)<sub>2</sub>,0,mineral,"Colourless, white, greyish, greenish, light yellow",4.0,4.0,"Vitreous, Resinous",Monoclinic,Bcal,https://www.mindat.org/min-466.html
472,Bariopharmacosiderite,Ba<sub>0.5</sub>Fe<sup>3+</sup><sub>4</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub> &middot; 5H<sub>2</sub>O,32475,mineral,"Brown, yellow, reddish brown, reddish, greenish, bluish",2.5,2.5,,Tetragonal,Bpsd,https://www.mindat.org/min-472.html
476,Babefphite,BaBe(PO<sub>4</sub>)F,0,mineral,White,3.5,3.5,"Vitreous, greasy",Triclinic,Bbf,https://www.mindat.org/min-476.html
478,Babingtonite,Ca<sub>2</sub>Fe<sup>2+</sup>Fe<sup>3+</sup>Si<sub>5</sub>O<sub>14</sub>(OH),0,mineral,Dark greenish-black,5.5,6.0,Vitreous,Triclinic,Bab,https://www.mindat.org/min-478.html
480,Baddeleyite,ZrO<sub>2</sub>,52658,mineral,"Colourless to yellow, green, greenish or reddish brown, brown, iron-black; colourless to brown in transmitted light",6.5,6.5,"Vitreous, Greasy",Monoclinic,Bdy,https://www.mindat.org/min-480.html
482,Bafertisite,Ba<sub>2</sub>Fe<sup>2+</sup><sub>4</sub>Ti<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>F<sub>2</sub>,50369,mineral,"Red, yellowish-red, light brown",5.0,5.0,,Triclinic,Bft,https://www.mindat.org/min-482.html
483,Baghdadite,Ca<sub>6</sub>Zr<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>4</sub>,35647,mineral,"Colourless, pale brown, beige, pale yellowish",6.0,6.0,Vitreous,Monoclinic,Bgd,https://www.mindat.org/min-483.html
484,Bahianite,Al<sub>5</sub>Sb<sup>5+</sup><sub>3</sub>O<sub>14</sub>(OH)<sub>2</sub>,0,mineral,"Tan, cream, orange-brown, brown; crystals colourless, tan, pale violet; yellow internal reflections in transmitted light",9.0,9.0,,Monoclinic,Bhi,https://www.mindat.org/min-484.html
488,Baileychlore,"(Zn,Fe<sup>2+</sup>,Al,Mg)<sub>6</sub>(Si,Al)<sub>4</sub>O<sub>10</sub>(OH)<sub>8</sub>",1016,mineral,"Green, yellow-green, light blue",2.5,3.0,,Triclinic,Blc,https://www.mindat.org/min-488.html
492,Balangeroite,Mg<sub>21</sub>Si<sub>8</sub>O<sub>27</sub>(OH)<sub>20</sub>,0,mineral,Brown,0.0,0.0,"Vitreous, greasy",Monoclinic,Bal,https://www.mindat.org/min-492.html
495,Balipholite,LiBaMg<sub>2</sub>Al<sub>3</sub>(Si<sub>2</sub>O<sub>6</sub>)<sub>2</sub>(OH)<sub>8</sub>,0,mineral,Pale yellowish-white,5.0,5.5,Silky,Orthorhombic,Blp,https://www.mindat.org/min-495.html
496,Balkanite,Ag<sub>5</sub>Cu<sub>9</sub>HgS<sub>8</sub>,0,mineral,Steel Grey,3.5,3.5,Metallic,Monoclinic,Bkn,https://www.mindat.org/min-496.html
501,Balyakinite,Cu<sup>2+</sup>(Te<sup>4+</sup>O<sub>3</sub>),0,mineral,"Greyish-green, bluish-green",3.5,3.5,,Orthorhombic,Byk,https://www.mindat.org/min-501.html
502,Bambollaite,"Cu(Se,Te)<sub>2</sub>",0,mineral,Brownish-grey,3.0,3.0,Metallic,Tetragonal,Bmb,https://www.mindat.org/min-502.html
504,Banalsite,Na<sub>2</sub>BaAl<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>,1624,mineral,White,6.0,6.0,,Orthorhombic,Bns,https://www.mindat.org/min-504.html
506,Bandylite,CuB(OH)<sub>4</sub>Cl,0,mineral,"Deep blue with greenish portions; cendre blue to Italian blue, becoming greener with atacamite inclusions; blue in transmitted light.",2.5,2.5,Vitreous,Tetragonal,Bny,https://www.mindat.org/min-506.html
508,Bannermanite,"(Na,K)<sub>x</sub>V<sup>4+</sup><sub>x</sub>V<sup>5+</sup><sub>6-x</sub>O<sub>15</sub> (0.5&#60;x&#60;0.9)",0,mineral,"Black, light brown on thin edges in transmitted light",0.0,0.0,Submetallic,Monoclinic,Bnm,https://www.mindat.org/min-508.html
509,Bannisterite,"(Ca,K,Na)(Mn<sup>2+</sup>,Fe<sup>2+</sup>)<sub>10</sub>(Si,Al)<sub>16</sub>O<sub>38</sub>(OH)<sub>8</sub> &middot; nH<sub>2</sub>O",0,mineral,Dark brown,4.0,4.0,,Monoclinic,Ban,https://www.mindat.org/min-509.html
510,Baotite,"Ba<sub>4</sub>(Ti,Nb,W)<sub>8</sub>O<sub>16</sub>(SiO<sub>3</sub>)<sub>4</sub>Cl",0,mineral,"Light Brown, black",6.0,6.0,Vitreous,Tetragonal,Bao,https://www.mindat.org/min-510.html
511,Bararite,(NH<sub>4</sub>)<sub>2</sub>SiF<sub>6</sub>,0,mineral,White; colourless in thin section,2.5,2.5,Vitreous,Trigonal,Brr,https://www.mindat.org/min-511.html
512,Baratovite,KLi<sub>3</sub>Ca<sub>7</sub>Ti<sub>2</sub>(SiO<sub>3</sub>)<sub>12</sub>F<sub>2</sub>,0,mineral,"White, colorles, pink",5.0,6.0,Pearly,Monoclinic,Btv,https://www.mindat.org/min-512.html
513,Barberiite,(NH<sub>4</sub>)BF<sub>4</sub>,0,mineral,Colourless,1.0,1.0,"Vitreous
",Orthorhombic,Bbi,https://www.mindat.org/min-513.html
